SalesID_SK,SaleID,ProductID,CustomerID,DateKey,SalesAmount,Quantity
22,f97142ca-80a7-4ab5-8c96-7b0469fb88a5,1027,C0036,20240909,1493.54,42.0
23,58c1a7e8-29f1-4d4c-9888-cd673ceba8e6,1027,C0023,20241101,1433.8,15.0
24,eb6df0f0-19b3-4275-b39a-c35781dfdb4e,1043,C0362,20240617,426.93,39.0
25,ea120dd2-45d7-4ad7-8368-b0467279d9d9,1003,C0422,20240619,1015.07,35.0
26,3641c1a6-0bdb-4aaf-a3b0-458602903485,1040,C0709,20241121,312.35,2.0
27,136ab78d-42f8-4a6e-8943-2094d42bdd3f,1003,C0743,20240920,416.27,4.0
28,66bc9a58-2e6d-4348-92f8-f57474dc0de4,1029,C0308,20241008,1679.89,38.0
29,1268b62d-b2d7-4b7c-9b18-5560c7ebaa04,1041,C0523,20240724,1660.59,5.0
30,18014131-342b-49b5-907d-48a526417144,1023,C0736,20240801,1314.46,6.0
31,eb5a95a7-ce17-470a-b427-aa4c664392de,1025,C0835,20240716,1298.54,12.0
32,30b84bb4-7e58-4ca5-8fa2-1f623f55b3b5,1005,C0140,20241115,318.78,22.0
33,5f8bb866-d86e-4395-b3a5-58bf7600d3e6,1011,C0355,20240720,407.13,12.0
34,8268a6e7-968a-4445-80c5-b59d37e7e3b4,1023,C0408,20241126,149.62,38.0
35,d02bc4a1-62de-4e8b-8f8a-9e24face51cd,1011,C0067,20240728,117.33,43.0
36,7558e674-3185-4e8b-aac7-b69f696ff520,1049,C0581,20240602,566.6,24.0
37,4afa45a3-75ba-4560-b54b-2ecd125c7035,1000,C0010,20241127,63.47,39.0
38,bf9aa06a-da36-4664-83cd-7dfc777e6eb2,1026,C0527,20241025,1116.63,3.0
39,a92bb4e9-3082-4299-bee5-8027fe2d403a,1030,C0811,20240919,1475.13,26.0
40,bf55606a-74d3-41c4-8cef-0ca72e4a274e,1006,C0755,20240628,1330.2,33.0
41,a7df02f3-4b9a-4e9b-9113-9c9a5da29e37,1015,C0219,20241117,327.25,26.0
42,88fa37b6-09fd-4184-9721-208d5b212866,1006,C0672,20241028,1828.59,39.0
43,e0cc0f71-11f2-471b-a9b1-5d5124a9d96c,1014,C0815,20240917,1601.49,10.0
44,a256770c-db66-437d-9db8-6346f9d8d8ee,1026,C0710,20241029,1803.84,23.0
45,59329e7d-8f3b-46ba-9942-320f5da6f2d3,1017,C0199,20240715,454.09,23.0
46,eadd19f2-3559-4a99-ad07-393bc6bac4f5,1045,C0750,20241115,920.92,24.0
47,4e737a78-aeff-4adf-94a0-fef9dde62658,1027,C0669,20241014,1173.01,49.0
48,f19231fe-3de1-48b9-9efa-dc2884f65eec,1022,C0705,20240612,70.83,46.0
49,1c7278b6-d1be-4426-822a-0ef8039e013a,1026,C0349,20240724,438.13,4.0
50,a7073ff5-3730-4d09-a663-9d9901468c8f,1044,C0519,20240801,187.88,12.0
51,949dd381-1374-4c88-b015-203191c45582,1028,C0255,20240725,1430.55,10.0
52,7e2ee1e6-7d6e-4919-b4bf-513c9f1a5c3a,1011,C0242,20240621,87.0,4.0
53,182d4630-5e13-47ca-8047-172d8bb80d9b,1036,C0484,20240709,1015.07,44.0
54,1a53d0e8-0170-46b2-aa74-73a36f97db21,1034,C0988,20241026,1369.19,13.0
55,197d12b4-c030-4270-85c9-107b1400cdfa,1046,C0719,20240804,547.12,34.0
56,e63c465b-1899-4c98-9b0c-4418336d6bfd,1009,C0300,20240818,630.2,38.0
57,bc361bb9-cfab-4a32-8860-13d68c1e447d,1017,C0232,20240812,534.62,24.0
58,efd718d4-54bc-4be5-ba44-b7f8e84b488f,1044,C0256,20240729,184.42,26.0
59,9a14c492-be52-4068-90e0-67e2048aadb1,1017,C0735,20241112,1107.99,34.0
60,e574a566-b13b-40d4-962f-ef3b667e1e8f,1034,C0292,20240626,111.07,11.0
61,b9ffb5d6-253b-4d59-a363-02a6a51aaa22,1009,C0064,20241105,1685.41,50.0
62,b3a786d3-7ed0-4087-969b-d20c8a9c310f,1040,C0749,20241031,1453.5,8.0
63,0fb893e1-62a4-4668-88f8-eb5fc955dc37,1015,C0390,20241106,1379.18,21.0
64,d29c7619-8515-457d-b638-095a0360cfee,1017,C0598,20241117,1897.31,14.0
65,4ddf28d3-014d-4ae9-be7c-4f3b338a92c2,1049,C0172,20240824,209.86,15.0
66,023fab01-4ef7-462a-b12b-7eb26b6d301b,1009,C0643,20240808,1125.76,8.0
67,a022602d-50f9-438b-819e-6efb98149b43,1037,C0265,20240923,74.77,3.0
68,cfc48ad9-4630-44e4-8348-b6651673df95,1007,C0482,20240908,1015.07,10.0
69,88de872f-a99a-4049-a5b9-ab2486c61260,1033,C0854,20240621,321.19,3.0
70,c03f2b6a-26b6-42bb-b8a2-256e2b359312,1021,C0804,20241124,178.51,30.0
71,446934cb-7db4-4452-8628-b1da6bc94992,1049,C0490,20241010,706.35,35.0
72,cc81a00e-42ee-4d00-b7bc-ff49f7ab5ebf,1026,C0920,20241017,1499.29,26.0
73,4d0dd941-70f4-4131-94c8-989e198f9555,1008,C0668,20241125,1482.66,7.0
74,5d76d2b3-7ccc-4236-9ec2-7afb2fab57a8,1036,C0853,20240709,1681.72,46.0
75,c20dbbdd-653d-47ca-88cf-968afaf87907,1009,C0566,20240721,1680.94,17.0
76,fc0e8cc9-73da-437a-92c6-012ca8ae0298,1027,C0736,20240821,858.03,10.0
77,1561b6c7-e70b-4a8a-b7b2-7f286d1d89b6,1027,C0363,20240728,1395.9,20.0
78,ac24fdb7-3dd3-4314-9b8f-c00d609fba9c,1032,C0189,20240620,999.8,17.0
79,547b1ca9-b13d-44c0-b035-b67e898ec083,1048,C0267,20240604,109.49,25.0
80,17712153-2a14-4934-8fb4-e96620512eda,1015,C0760,20240725,1842.46,2.0
81,76336300-e9cf-40aa-9ca2-2584acb6c756,1005,C0261,20241001,1823.12,39.0
82,3e15cf20-9455-4c7f-8f96-74c2cb314d0c,1044,C0983,20240921,1704.28,48.0
83,2b513981-aefe-4fdd-8e8c-e5162ffa3302,1018,C0198,20241002,493.34,47.0
84,43820e30-b97a-465e-ac58-224b28d47db5,1025,C0856,20240803,1363.31,27.0
85,9b021985-b81f-4247-b3f8-ed46c1889788,1037,C0176,20241101,856.0,25.0
86,e4e1c6ee-010c-4e8b-b537-c6c5e6d9ce72,1003,C0400,20240803,1893.26,5.0
87,60f762f9-080a-43ba-80e7-c999aea4d32c,1010,C0261,20241121,1819.99,13.0
88,1c428051-2b97-4fe5-a40b-161d41ab8e1e,1019,C0134,20240709,724.72,17.0
89,1eacc82d-1c09-43fd-8919-f561c55318ba,1046,C0367,20240731,956.12,24.0
90,922f3693-6f51-4b00-b592-5fe7a3b29b66,1003,C0078,20240629,614.64,6.0
91,f19345ff-66b2-479b-8911-f224d6ada62a,1005,C0735,20241126,1185.03,38.0
92,ce462655-3852-4898-b927-c018b4b9dac1,1041,C0958,20241108,581.96,29.0
93,9d4c49dd-26c2-49ad-b6c5-5625a8b53857,1005,C0432,20240622,1525.73,30.0
94,b805b1aa-734c-4f43-b043-b962119d23ea,1016,C0790,20241115,148.59,44.0
95,f2237e29-a380-4b52-bb2d-c4699d333b91,1000,C0390,20240622,190.84,24.0
96,6654b1f5-1650-44d9-b576-137dc0d710a0,1038,C0816,20240705,810.3,9.0
97,7e9f0322-ab86-47f5-a766-3ca0eac9e622,1047,C0798,20240720,1015.07,7.0
98,efe2b0fd-ff42-47e0-a3d3-596f40e57e07,1012,C0955,20241116,1921.64,45.0
99,9fd6592e-51d2-47aa-b5a2-6a779db2b3d2,1029,C0673,20241007,810.58,13.0
100,e2c34c5a-18e0-44c6-87b9-3026a1d56f61,1018,C0225,20241010,944.71,43.0
101,d8e236b8-4bbf-4e63-8544-54e21526aabb,1026,C0178,20240705,1621.67,12.0
102,56033c89-94ce-4b8a-bf22-05f5313541e9,1031,C0992,20241025,725.72,16.0
103,f8d89e28-07af-4f44-9e07-a83ab7228db8,1005,C0838,20240709,170.53,50.0
104,a6a7dd47-2c55-454f-8f8f-e7890d729811,1018,C0197,20240919,847.78,1.0
105,15236e7e-041e-4f43-95b3-22691485bc33,1001,C0910,20240731,586.63,7.0
106,91e7fc59-4a3a-4f52-93d5-8b04337f6349,1009,C0595,20241020,1290.08,47.0
107,884f702a-5c9c-426d-ac2c-2cbf43a816ff,1006,C0502,20240801,1027.42,32.0
108,f8e716bc-35eb-4fda-96c2-5a13e3afb336,1020,C0219,20240809,1275.15,9.0
109,3852c8ce-e757-4545-a2f9-116c5c044bbd,1000,C0990,20240911,91.38,6.0
110,b2ec0db6-9331-49d0-b739-3e369d972e9e,1045,C0060,20240907,265.11,39.0
111,ea39ef04-cd4a-47f2-8edf-2cad7d3f6a45,1009,C0219,20241003,1969.99,8.0
112,d2f5c3e9-4841-40a8-a165-239230c0c669,1031,C0655,20240709,1649.13,17.0
113,bf761c0f-9232-4dbb-8351-9c4b5b365ad4,1024,C0513,20240805,691.78,50.0
114,d12e6731-7d9f-4325-a650-31a1d446bc63,1014,C0463,20240603,1052.68,43.0
115,a189e19b-e0ae-4252-8729-7a9ac98e7fb5,1040,C0587,20240906,1556.93,24.0
116,6bc4588c-5a1a-4769-9f3e-f51464b4fb2f,1010,C0034,20240927,1590.88,19.0
117,e0c729a2-b666-453f-a413-9f85ddffc783,1016,C0063,20240923,778.67,37.0
118,aa2e0734-2692-4443-89c5-7d70356ba9ac,1030,C0660,20241103,1850.28,22.0
119,0e9322f8-92b7-4471-b675-ee7572540df3,1049,C0538,20241117,1669.96,50.0
120,4a60a347-0508-4a6e-bc84-e42164801d68,1015,C0172,20240725,76.93,46.0
121,f7cbffc2-3938-4609-aab6-de2dd6b6bb86,1003,C0166,20241119,1629.51,28.0
122,21a59756-e74f-4b40-bc17-754ff2965175,1010,C0555,20240702,1502.15,1.0
123,2ff79432-7fad-44f2-9634-c2bf7da8e9d7,1042,C0367,20241005,1304.7,9.0
124,64dedfbe-0c26-4f3f-8906-77b12bd33ece,1014,C0477,20240703,141.84,41.0
125,58475ef3-15ef-4fd6-b2e0-a7c6db4fcce4,1023,C1000,20240912,620.28,25.0
126,57931de4-bf64-40bc-8c07-a8afded16c66,1035,C0038,20241006,1813.16,27.0
127,09fa18e4-3351-49f1-9805-f5f748e57ae5,1022,C0547,20240817,1263.16,37.0
128,586839dd-7280-48c3-b809-f749c20f45b2,1000,C0423,20241015,1456.14,27.0
129,01250bfc-81d0-475a-858e-2f866db1bffb,1014,C0840,20240807,508.76,32.0
130,d9aa118d-4400-4c8e-9e8f-fd58402d4c58,1023,C0393,20240920,1885.0,43.0
131,d45c238b-30e5-4236-a071-9a0c646443d8,1008,C0395,20241004,1396.4,40.0
132,fd7d93cd-4fdf-4f65-ba17-9403b7edbeeb,1001,C0285,20240805,844.56,19.0
133,585627b3-5e92-4b5c-8f0c-5638024c3776,1006,C0255,20240914,1755.93,39.0
134,dfb99330-e676-4823-a27f-d44b955a61e6,1039,C0206,20241117,1999.04,9.0
135,c28dbfef-ed78-4b06-921a-2ae4a92c4653,1003,C0591,20240618,711.2,30.0
136,a83acee6-69dc-4b97-a00e-ffd593568c3e,1038,C0338,20240602,524.49,24.0
137,9bc4059c-aa4a-4e3d-ad29-22e0cee86645,1021,C0058,20240716,757.79,9.0
138,a09ecc0c-42cc-43e0-9c8f-2ddf9622f6a8,1032,C0531,20240621,1764.41,43.0
139,eaf7b86e-d4b1-4953-ae14-c136b0596d15,1022,C0499,20240723,1762.96,13.0
140,7682ec16-e3b0-4f0f-8068-4baf638ea442,1031,C0844,20240827,1242.79,42.0
141,d6e2c67e-bfd4-4568-a34f-4358c215b1c6,1045,C0878,20240820,887.35,5.0
142,2cdbc4be-721f-4cd6-879a-50eba74136f6,1025,C0749,20240820,732.2,5.0
143,cd2872d6-0fe9-41ea-8e1c-5832f745d973,1025,C0365,20240913,317.1,6.0
144,37b024bc-b9af-416b-82cc-1a69dc0b81de,1004,C0065,20240925,791.08,5.0
145,1d2c932a-869b-4d85-be79-c699c822f424,1047,C0854,20240605,1576.27,44.0
146,ce55edbf-a2bd-4297-866d-3f9102989244,1006,C0283,20241025,1360.31,4.0
147,e2825d09-285d-4852-a11e-786cc5a67706,1033,C0763,20240828,1328.52,32.0
148,6a3ad7d0-054c-4f34-945f-9984979c83c8,1040,C0583,20241004,274.27,49.0
149,bb7d478c-7cdf-4683-b18b-70fe1ffec914,1002,C0808,20240922,931.07,14.0
150,78be1d0c-1374-44f0-ad5c-c4e81cbfcde4,1034,C0139,20240822,1265.97,36.0
151,58535162-81e9-4161-ab73-8959314ac916,1047,C0830,20240629,730.26,48.0
152,114f69b7-0557-45e1-a8b6-bd574278fead,1010,C0310,20240720,467.04,38.0
153,b3c36b2d-16d7-4e82-85d2-be47b7ef5766,1012,C0430,20240929,1825.56,7.0
154,9d02314b-f157-4897-baa2-d7c793f71192,1028,C0396,20240706,1128.17,6.0
155,f1823964-ed68-43b2-83ee-8e0422b676fb,1008,C0736,20241017,1507.65,11.0
156,d362f521-2707-4116-9d06-c788698dc79e,1048,C0285,20240912,195.98,48.0
157,2d105c6f-9656-4b17-890d-c78b6e570e1b,1013,C0173,20240818,648.23,37.0
158,8338ade6-9a74-4c53-857c-2ed3dc4d05b9,1039,C0240,20240610,454.5,47.0
159,02c1dbe9-adf9-4200-9e7f-8a0b0b5bd277,1020,C0738,20240806,158.38,33.0
160,dac478c6-6146-435d-a4f4-a375c59fa7e3,1019,C0753,20241022,895.42,43.0
161,ddc672ec-3ddb-4956-896e-928100df5f59,1036,C0054,20240730,756.11,48.0
162,7be369be-0aa7-47a2-9289-97ad39cc1c75,1005,C0544,20240928,440.47,24.0
163,352127bd-9c03-497c-819c-d7b382dcabba,1016,C0468,20240728,302.41,29.0
164,afe199ac-260a-4606-bd4f-be237e078555,1011,C0966,20240911,346.42,46.0
165,54dc2680-5e4f-42cd-a066-cc57cdf04bd0,1029,C0581,20241102,1154.3,7.0
166,0b30d468-14fd-48c6-8ab5-462ea67c4541,1024,C0471,20240812,1684.02,5.0
167,8ea2232b-a1a1-4ac4-a085-651616aaf6df,1002,C0453,20240611,390.2,10.0
168,f08c1f1d-6882-4118-b3cd-c077c2e51943,1001,C0424,20240616,391.97,14.0
169,b334b53a-344e-4d4a-a5d2-9b04c60a4665,1027,C0181,20240725,1296.95,22.0
170,8bc6e0c8-a2a4-4cf2-b8a7-abb49f7426b2,1039,C0143,20240614,1931.63,23.0
171,c635140b-bbdd-4aa0-b12d-5f278c9d78b5,1037,C0082,20241102,1000.84,2.0
172,8c253e60-c403-4c13-b745-ada6820b506a,1024,C0959,20240830,1994.26,10.0
173,0bc293f7-758a-46bd-8276-1a9cf31ff9b5,1001,C0199,20240611,1951.98,22.0
174,edcf9398-e7a0-44be-b5c8-714e453c480c,1029,C0698,20240906,1342.2,5.0
175,32a2d11b-df32-4af2-981d-4667ab7792f6,1034,C0969,20240630,979.41,23.0
176,863ae4b9-f5b7-4296-ac9b-3ca2a77220c1,1047,C0253,20240920,1261.43,5.0
177,d718b309-bad6-4c80-ac62-09ce91fe7c2b,1004,C0562,20241014,212.05,20.0
178,0d7ec861-2883-4692-a2f4-a0b4967fed4f,1018,C0318,20240822,461.93,5.0
179,2e7eb9b7-2cd9-48e5-b12c-840965705ff4,1032,C0964,20240720,1659.99,26.0
180,f88e997a-65bc-4e3c-966f-7d8796f83c5d,1029,C0256,20240816,40458.92,26.0
181,2888170c-711a-44e4-b080-600e8faf1b55,1020,C0067,20240824,184.41,4.0
182,ab6ba852-c218-43ff-bc0b-f88ae7f539ff,1043,C0840,20240709,1670.53,4.0
183,877880e2-a8d3-4e5f-ad91-d02000170bc9,1048,C0552,20240730,952.0,17.0
184,f3ba2ce9-41e9-46db-b839-bb82a031d39f,1032,C0107,20240616,404.8,24.0
185,d129ccfe-a386-46f4-a9c4-b8ff297b560f,1023,C0080,20241104,1702.72,1.0
186,8befea8f-43be-41cb-9618-c537a0497963,1012,C0640,20240805,1480.24,27.0
187,2fe49708-a52e-401d-b5c2-eb7975b2983c,1001,C0143,20240714,1214.65,42.0
188,a90112aa-d3f3-4064-b9bd-8d391b528201,1039,C0228,20240612,1725.87,4.0
189,e6831d6a-e923-4018-8319-27135c981a0b,1007,C0203,20240703,1578.34,10.0
190,cbea1c75-8657-4e4d-bf0e-4208457fef72,1029,C0408,20241115,285.35,48.0
191,40ea2216-7874-4a56-b703-37295861e5af,1024,C0136,20240704,1862.32,25.0
192,85109b7e-9353-4e89-957d-89bb5e9aee53,1028,C0306,20241026,1291.35,27.0
193,17d610fc-eec2-4196-b145-f57fc7d9cf66,1019,C0461,20241103,1889.53,45.0
194,7b9deb16-b292-490f-8dc9-7fe9ff1b2c62,1029,C0809,20241031,553.57,5.0
195,1d5cb073-1956-40a6-ba94-1ba3923d5975,1021,C0132,20240905,1605.14,5.0
196,27a88424-0422-49c4-83e9-abb4d943e364,1015,C0632,20240618,224.59,3.0
197,33fe3b6b-dbee-43cf-86ca-a52f363eb7d5,1033,C0915,20240812,1774.32,3.0
198,6d64fddc-b727-44cb-a7f9-7b179c596236,1016,C0435,20240813,1205.8,34.0
199,56ada645-5362-4538-9627-05ab38d064ae,1033,C0756,20240930,1416.84,15.0
200,648b64ea-69bd-407f-97db-643411d845d7,1009,C0509,20240925,456.16,14.0
201,a6043489-da97-47ad-8ea7-4b1375b8005b,1028,C0283,20241023,1948.54,46.0
202,9df3d54e-5b5b-4255-99d1-0d390c3677b7,1032,C0472,20240824,269.89,20.0
203,b763001f-a050-4e85-accd-84f271b4e686,1003,C0686,20240806,610.38,4.0
204,6ef6e83c-a8bd-4dcb-b622-8124ef33b6e5,1019,C0653,20240909,77.91,10.0
205,6e1573c8-e276-47df-919c-6f2d8e1349e7,1041,C0467,20240709,1705.25,26.0
206,ddb64cd6-ef7b-4497-ab7e-b249da02a85c,1034,C0755,20241012,1825.9,49.0
207,9e60a222-c32e-4472-be4e-eb9d47cea01f,1037,C0010,20240817,812.31,11.0
208,a4b3ade5-30ef-4d3b-9809-79f109e21334,1034,C0445,20240703,385.25,7.0
209,f33a4278-f58a-4912-bd8f-c2700287ac0c,1040,C0634,20240930,1193.95,18.0
210,95b148fe-4bc0-465a-951e-648777bfd3c3,1031,C0843,20240902,1542.34,14.0
211,28ce5b3f-e543-48a7-9e6a-c766a756307e,1049,C0857,20240927,576.87,20.0
212,195eb497-20b3-47c2-bf7b-1fe94a1c89d5,1016,C0844,20240801,1109.66,26.0
213,bf58531f-a85b-49fc-ba64-fea2be47963f,1020,C0611,20240611,1508.14,25.0
214,7951ab3e-2563-47a3-ab7a-b3b9398a3217,1029,C0468,20240827,1467.72,43.0
215,337f4ebf-6fc0-475a-856d-8c22f2606679,1045,C0068,20241025,495.71,23.0
216,ffbbb1d8-599a-4aab-b582-86d3d3ee5037,1029,C0878,20240802,1015.07,28.0
217,093ee9bc-25b1-428f-8bb1-9362e9821897,1003,C0399,20241019,188.21,37.0
218,9f14da72-376c-4492-8772-e1ec137cd219,1006,C0349,20240829,1093.79,8.0
219,2213a992-c7d1-4a3c-9160-a33aef487964,1034,C0187,20240903,122.27,1.0
220,5ef71f30-a49d-4a44-94ad-3d4b302229ff,1038,C0468,20241109,408.0,37.0
221,84eb29bf-5922-4587-9765-66c9b750a5f6,1014,C0650,20240919,1705.99,19.0
222,768aab16-ea10-4d74-aa66-d585e5c0850b,1049,C0682,20240708,324.91,9.0
223,e1a6d311-4ca2-48de-b603-13aacfd56538,1026,C0749,20240821,1948.75,12.0
224,1ab5b7b6-146a-410d-adb9-33761ffbf91b,1041,C0335,20240831,1641.06,43.0
225,50482f93-76d0-4d4f-b8bc-e9c0a27905bf,1039,C0267,20241124,1552.1,1.0
226,fa171b13-bdb8-426b-a555-b44e6adf39ad,1041,C0858,20241026,1015.07,45.0
227,fd5a7567-f749-4c0a-bb29-4aceb197c5d0,1011,C0590,20240819,1110.42,26.0
228,ef21cf3b-411c-45d6-bd4c-0119bd25e1bf,1040,C0238,20240812,1932.05,12.0
229,838f8e79-4646-4c30-8952-28c1a9a56881,1025,C0446,20241126,427.15,41.0
230,f5ebdeec-dbb8-4c9e-8f60-0a8c334a85ff,1038,C1000,20241112,1126.75,26.0
231,df59422d-5b39-4b43-a1b2-667169bc4d06,1017,C0677,20240928,1832.12,24.0
232,8cf8ff1b-46e2-4027-a8cb-8c834d4ce1f4,1049,C0633,20240804,1128.3,24.0
233,7b759b14-df58-4ba7-b3a2-0ab78f74e972,1014,C0019,20240905,1509.9,4.0
234,adaf7f82-79d8-4b2f-afa5-d7ec7df32a14,1000,C0408,20240718,97.51,4.0
235,7421f947-44ac-430e-83d9-b48a709045d4,1015,C0934,20240801,648.29,30.0
236,d145674f-5238-4068-80d7-0e7ea7332942,1028,C0037,20241021,411.33,43.0
237,c91dc519-cd34-4a52-9ed5-79ca7118b945,1010,C0680,20241125,687.33,1.0
238,8e28d7bf-7093-4818-8c7a-47899615d6b1,1022,C0715,20240927,782.01,15.0
239,ab5d7adb-cede-4dd5-b830-4a8d1e58a604,1041,C0307,20241012,1424.05,25.0
240,8b3a2761-7f0f-4597-bfd4-4f9ef53562ae,1030,C0967,20240704,137.99,48.0
241,ae16fd36-9da0-498d-b5c3-08b830c98d62,1035,C0088,20240925,1969.76,35.0
242,4397e9df-6c81-4cb6-a02a-a17bd2dd03fd,1020,C0140,20240611,1160.94,16.0
243,625f9ab4-53a0-45b7-9e88-9f13127e8db7,1031,C0205,20240903,1015.07,45.0
244,a59f958c-5d7d-484e-857d-2a89c1182c00,1022,C0607,20241101,1149.25,22.0
245,880ec322-0414-4fac-9c82-140735c7e93d,1015,C0571,20240725,132.12,21.0
246,9b215165-e918-4380-98be-991513283a9e,1017,C0948,20240824,1483.7,44.0
247,256458d9-a142-4b9b-bad1-43b7c5b6b496,1028,C0650,20240927,100.83,6.0
248,44847d69-0c78-4ad0-bff4-61f01f36e64c,1020,C0886,20241018,159.84,5.0
249,b53e0159-6e4a-4226-9d87-d072e2afa1cc,1037,C0420,20240822,1263.84,50.0
250,97b2782f-0409-4657-a048-effc0f1f9199,1008,C0612,20241104,1260.57,40.0
251,076c3c62-4034-4cec-b7a1-b853581d874d,1030,C0726,20240706,1786.72,23.0
252,41b6da58-fc54-4401-ad67-844c9ea50dbf,1032,C0153,20240921,1985.11,16.0
253,1b130601-b2db-4b33-93e1-e2f788c6f783,1026,C0100,20241103,1826.23,2.0
254,bfcad844-0b2b-44d5-bdc9-025e1440b8c9,1047,C0904,20240629,1977.55,33.0
255,b1b07535-f371-41f4-ae03-beed5a72ef73,1005,C0895,20241015,213.28,1.0
256,6f95713d-b62c-4c90-9047-110e1e5c2a18,1049,C0342,20240720,1989.24,42.0
257,0f09d125-c84a-4f9a-87e9-fcac329ac634,1040,C0364,20241001,888.29,25.0
258,17033d42-a197-41a9-9956-644111a9548e,1049,C0653,20240704,1854.3,5.0
259,b3293f8e-826d-426f-a3c8-67af558b507b,1006,C0070,20241112,330.41,17.0
260,7780dd89-1e6e-4ce2-a914-1f79bbfa5b8a,1045,C0210,20241104,1506.29,37.0
261,51d47914-a72f-4718-948e-b9ac6af5b19a,1046,C0220,20240811,792.14,23.0
262,815c4d88-a254-44c8-afec-67573870eeee,1033,C0125,20240817,1015.07,22.0
263,7109e849-1d15-49a2-bb45-c3bdb8ca3d37,1017,C0647,20240806,1111.11,1.0
264,24cf1b21-eab8-4a16-9743-f03962dda3a8,1001,C0162,20240716,1065.44,45.0
265,0f3da216-a35e-4bf3-a75d-0fd672945676,1016,C0357,20241005,410.85,28.0
266,35f03955-d055-4b65-be92-3513cbb0f74a,1030,C0756,20240721,611.46,15.0
267,4f8f8e6d-7b72-4c42-b7e5-2b03a7bf8b22,1032,C0838,20241008,800.48,37.0
268,f401a41e-1e1e-4d68-9667-b13223b21d35,1046,C0224,20240619,834.29,25.0
269,2882abb7-6311-476d-827d-1e2a949cf69f,1010,C0416,20240722,1507.34,27.0
270,b5aa4274-6f13-4230-b8d9-46348ccc271b,1039,C0984,20240623,1260.38,1.0
271,99420d30-b914-46da-908a-fba5036f8d5d,1010,C0940,20240719,1751.49,48.0
272,e99c9bd5-0e90-4dba-a534-54d0042ee1df,1013,C0840,20240805,1064.16,47.0
273,71e2d174-90ab-435c-b0e5-d06ed70b4d71,1044,C0071,20241124,337.62,7.0
274,a98078dc-d959-43f3-abbc-1b761fc69cf6,1022,C0213,20241006,142.59,40.0
275,10005492-7fd8-47ef-8e0d-1aed62485156,1013,C0806,20240702,283.5,2.0
276,dc8b7d00-98f9-4f4e-99c9-7c652387674a,1012,C0668,20240719,1015.07,28.0
277,68bdd0e5-d939-4692-a54a-f7d27ce1a851,1039,C0658,20240709,972.39,28.0
278,d201fee5-b746-470b-99d6-a57ace2b0076,1046,C0690,20240619,991.88,43.0
279,bb673bc0-4ab2-4a3f-b2d8-628a9808f607,1002,C0024,20240904,359.55,5.0
280,0024fb7e-3fce-42c6-b4e9-181e63b3b577,1023,C0494,20240730,997.67,27.0
281,8ee802bb-52eb-4c19-951e-d54680a6300e,1041,C0377,20241013,1333.88,25.0
282,271d7efa-c09c-4aef-b9f6-653d276c5a63,1016,C0515,20240915,1015.07,34.0
283,d38bdec6-c28b-49b0-8819-bcd17485e108,1035,C0525,20240617,1443.56,25.0
284,d5b82c13-f205-4093-bcee-795b7947de30,1002,C0578,20241001,1762.83,20.0
285,57fdcdfe-e503-4060-8622-13475dbfc25e,1019,C0595,20240825,657.18,16.0
286,5b4aa2df-5bb3-4245-9e3d-55691f5c21b6,1025,C0410,20240826,1637.85,21.0
