SaleID,ProductID,CustomerID,SalesAmount,Quantity,Timestamp
fc2fbc9b-7dd9-47f9-8c88-f4657b809fda,1023,C0647,960.8,37,2024-08-17T13:20:00
d5ffcbb0-4af7-471e-a978-8d26a139e065,1030,C0099,1220.63,5,2024-08-20T12:26:00
0ca44dee-070d-4ba5-92f5-4294061c1b6a,1002,C0152,415.25,29,2024-09-12T16:38:00
f97142ca-80a7-4ab5-8c96-7b0469fb88a5,1027,C0036,1493.54,42,2024-09-09T02:48:00
58c1a7e8-29f1-4d4c-9888-cd673ceba8e6,1027,C0023,1433.8,15,2024-11-01T03:59:00
eb6df0f0-19b3-4275-b39a-c35781dfdb4e,1043,C0362,426.93,39,2024-06-17T01:40:00
ea120dd2-45d7-4ad7-8368-b0467279d9d9,1003,C0422,,35,2024-06-19T23:12:00
3641c1a6-0bdb-4aaf-a3b0-458602903485,1040,C0709,312.35,2,2024-11-21T11:15:00
136ab78d-42f8-4a6e-8943-2094d42bdd3f,1003,C0743,416.27,4,2024-09-20T12:07:00
66bc9a58-2e6d-4348-92f8-f57474dc0de4,1029,C0308,1679.89,38,2024-10-08T19:53:00
1268b62d-b2d7-4b7c-9b18-5560c7ebaa04,1041,C0523,1660.59,5,2024-07-24T20:12:00
18014131-342b-49b5-907d-48a526417144,1023,C0736,1314.46,6,2024-08-01T05:18:00
eb5a95a7-ce17-470a-b427-aa4c664392de,1025,C0835,1298.54,12,2024-07-16T11:20:00
30b84bb4-7e58-4ca5-8fa2-1f623f55b3b5,1005,C0140,318.78,22,2024-11-15T18:19:00
5f8bb866-d86e-4395-b3a5-58bf7600d3e6,1011,C0355,407.13,12,2024-07-20T08:41:00
8268a6e7-968a-4445-80c5-b59d37e7e3b4,1023,C0408,149.62,38,2024-11-26T06:12:00
d02bc4a1-62de-4e8b-8f8a-9e24face51cd,1011,C0067,117.33,43,2024-07-28T06:47:00
7558e674-3185-4e8b-aac7-b69f696ff520,1049,C0581,566.6,24,2024-06-02T09:56:00
4afa45a3-75ba-4560-b54b-2ecd125c7035,1000,C0010,63.47,39,2024-11-27T03:22:00
bf9aa06a-da36-4664-83cd-7dfc777e6eb2,1026,C0527,1116.63,3,2024-10-25T16:12:00
a92bb4e9-3082-4299-bee5-8027fe2d403a,1030,C0811,1475.13,26,2024-09-19T09:17:00
bf55606a-74d3-41c4-8cef-0ca72e4a274e,1006,C0755,1330.2,33,2024-06-28T11:37:00
a7df02f3-4b9a-4e9b-9113-9c9a5da29e37,1015,C0219,327.25,26,2024-11-17T14:28:00
88fa37b6-09fd-4184-9721-208d5b212866,1006,C0672,1828.59,39,2024-10-28T06:57:00
e0cc0f71-11f2-471b-a9b1-5d5124a9d96c,1014,C0815,1601.49,10,2024-09-17T10:24:00
a256770c-db66-437d-9db8-6346f9d8d8ee,1026,C0710,1803.84,23,2024-10-29T16:50:00
59329e7d-8f3b-46ba-9942-320f5da6f2d3,1017,C0199,454.09,23,2024-07-15T20:25:00
eadd19f2-3559-4a99-ad07-393bc6bac4f5,1045,C0750,920.92,24,2024-11-15T15:17:00
4e737a78-aeff-4adf-94a0-fef9dde62658,1027,C0669,1173.01,49,2024-10-14T18:44:00
f19231fe-3de1-48b9-9efa-dc2884f65eec,1022,C0705,70.83,46,2024-06-12T19:38:00
1c7278b6-d1be-4426-822a-0ef8039e013a,1026,C0349,438.13,4,2024-07-24T05:39:00
a7073ff5-3730-4d09-a663-9d9901468c8f,1044,C0519,187.88,12,2024-08-01T21:46:00
949dd381-1374-4c88-b015-203191c45582,1028,C0255,1430.55,10,2024-07-25T23:46:00
7e2ee1e6-7d6e-4919-b4bf-513c9f1a5c3a,1011,C0242,87.0,4,2024-06-21T04:19:00
182d4630-5e13-47ca-8047-172d8bb80d9b,1036,C0484,,44,2024-07-09T12:50:00
1a53d0e8-0170-46b2-aa74-73a36f97db21,1034,C0988,1369.19,13,2024-10-26T00:53:00
197d12b4-c030-4270-85c9-107b1400cdfa,1046,C0719,547.12,34,2024-08-04T20:34:00
e63c465b-1899-4c98-9b0c-4418336d6bfd,1009,C0300,630.2,38,2024-08-18T15:59:00
bc361bb9-cfab-4a32-8860-13d68c1e447d,1017,C0232,534.62,24,2024-08-12T14:55:00
efd718d4-54bc-4be5-ba44-b7f8e84b488f,1044,C0256,184.42,26,2024-07-29T08:45:00
9a14c492-be52-4068-90e0-67e2048aadb1,1017,C0735,1107.99,34,2024-11-12T19:34:00
e574a566-b13b-40d4-962f-ef3b667e1e8f,1034,C0292,111.07,11,2024-06-26T10:00:00
b9ffb5d6-253b-4d59-a363-02a6a51aaa22,1009,C0064,1685.41,50,2024-11-05T10:59:00
b3a786d3-7ed0-4087-969b-d20c8a9c310f,1040,C0749,1453.5,8,2024-10-31T07:48:00
0fb893e1-62a4-4668-88f8-eb5fc955dc37,1015,C0390,1379.18,21,2024-11-06T17:32:00
d29c7619-8515-457d-b638-095a0360cfee,1017,C0598,1897.31,14,2024-11-17T22:27:00
4ddf28d3-014d-4ae9-be7c-4f3b338a92c2,1049,C0172,209.86,15,2024-08-24T02:47:00
023fab01-4ef7-462a-b12b-7eb26b6d301b,1009,C0643,1125.76,8,2024-08-08T09:28:00
a022602d-50f9-438b-819e-6efb98149b43,1037,C0265,74.77,3,2024-09-23T19:12:00
cfc48ad9-4630-44e4-8348-b6651673df95,1007,C0482,,10,2024-09-08T22:43:00
88de872f-a99a-4049-a5b9-ab2486c61260,1033,C0854,321.19,3,2024-06-21T07:47:00
c03f2b6a-26b6-42bb-b8a2-256e2b359312,1021,C0804,178.51,30,2024-11-24T01:54:00
446934cb-7db4-4452-8628-b1da6bc94992,1049,C0490,706.35,35,2024-10-10T18:54:00
cc81a00e-42ee-4d00-b7bc-ff49f7ab5ebf,1026,C0920,1499.29,26,2024-10-17T17:43:00
4d0dd941-70f4-4131-94c8-989e198f9555,1008,C0668,1482.66,7,2024-11-25T02:48:00
5d76d2b3-7ccc-4236-9ec2-7afb2fab57a8,1036,C0853,1681.72,46,2024-07-09T14:14:00
c20dbbdd-653d-47ca-88cf-968afaf87907,1009,C0566,1680.94,17,2024-07-21T18:57:00
fc0e8cc9-73da-437a-92c6-012ca8ae0298,1027,C0736,858.03,10,2024-08-21T05:46:00
1561b6c7-e70b-4a8a-b7b2-7f286d1d89b6,1027,C0363,1395.9,20,2024-07-28T17:46:00
ac24fdb7-3dd3-4314-9b8f-c00d609fba9c,1032,C0189,999.8,17,2024-06-20T01:06:00
547b1ca9-b13d-44c0-b035-b67e898ec083,1048,C0267,109.49,25,2024-06-04T09:35:00
17712153-2a14-4934-8fb4-e96620512eda,1015,C0760,1842.46,2,2024-07-25T11:05:00
76336300-e9cf-40aa-9ca2-2584acb6c756,1005,C0261,1823.12,39,2024-10-01T12:50:00
3e15cf20-9455-4c7f-8f96-74c2cb314d0c,1044,C0983,1704.28,48,2024-09-21T22:12:00
2b513981-aefe-4fdd-8e8c-e5162ffa3302,1018,C0198,493.34,47,2024-10-02T02:12:00
43820e30-b97a-465e-ac58-224b28d47db5,1025,C0856,1363.31,27,2024-08-03T08:22:00
9b021985-b81f-4247-b3f8-ed46c1889788,1037,C0176,856.0,25,2024-11-01T03:16:00
e4e1c6ee-010c-4e8b-b537-c6c5e6d9ce72,1003,C0400,1893.26,5,2024-08-03T02:48:00
60f762f9-080a-43ba-80e7-c999aea4d32c,1010,C0261,1819.99,13,2024-11-21T13:06:00
1c428051-2b97-4fe5-a40b-161d41ab8e1e,1019,C0134,724.72,17,2024-07-09T15:36:00
1eacc82d-1c09-43fd-8919-f561c55318ba,1046,C0367,956.12,24,2024-07-31T16:27:00
922f3693-6f51-4b00-b592-5fe7a3b29b66,1003,C0078,614.64,6,2024-06-29T11:22:00
f19345ff-66b2-479b-8911-f224d6ada62a,1005,C0735,1185.03,38,2024-11-26T17:54:00
ce462655-3852-4898-b927-c018b4b9dac1,1041,C0958,581.96,29,2024-11-08T17:33:00
9d4c49dd-26c2-49ad-b6c5-5625a8b53857,1005,C0432,1525.73,30,2024-06-22T07:36:00
b805b1aa-734c-4f43-b043-b962119d23ea,1016,C0790,148.59,44,2024-11-15T18:18:00
f2237e29-a380-4b52-bb2d-c4699d333b91,1000,C0390,190.84,24,2024-06-22T20:14:00
6654b1f5-1650-44d9-b576-137dc0d710a0,1038,C0816,810.3,9,2024-07-05T02:51:00
7e9f0322-ab86-47f5-a766-3ca0eac9e622,1047,C0798,,7,2024-07-20T01:19:00
efe2b0fd-ff42-47e0-a3d3-596f40e57e07,1012,C0955,1921.64,45,2024-11-16T17:36:00
9fd6592e-51d2-47aa-b5a2-6a779db2b3d2,1029,C0673,810.58,13,2024-10-07T12:46:00
e2c34c5a-18e0-44c6-87b9-3026a1d56f61,1018,C0225,944.71,43,2024-10-10T02:15:00
d8e236b8-4bbf-4e63-8544-54e21526aabb,1026,C0178,1621.67,12,2024-07-05T02:52:00
56033c89-94ce-4b8a-bf22-05f5313541e9,1031,C0992,725.72,16,2024-10-25T23:17:00
f8d89e28-07af-4f44-9e07-a83ab7228db8,1005,C0838,170.53,50,2024-07-09T07:57:00
a6a7dd47-2c55-454f-8f8f-e7890d729811,1018,C0197,847.78,1,2024-09-19T04:35:00
15236e7e-041e-4f43-95b3-22691485bc33,1001,C0910,586.63,7,2024-07-31T03:53:00
91e7fc59-4a3a-4f52-93d5-8b04337f6349,1009,C0595,1290.08,47,2024-10-20T00:33:00
884f702a-5c9c-426d-ac2c-2cbf43a816ff,1006,C0502,1027.42,32,2024-08-01T02:58:00
f8e716bc-35eb-4fda-96c2-5a13e3afb336,1020,C0219,1275.15,9,2024-08-09T05:02:00
3852c8ce-e757-4545-a2f9-116c5c044bbd,1000,C0990,91.38,6,2024-09-11T09:57:00
b2ec0db6-9331-49d0-b739-3e369d972e9e,1045,C0060,265.11,39,2024-09-07T08:28:00
ea39ef04-cd4a-47f2-8edf-2cad7d3f6a45,1009,C0219,1969.99,8,2024-10-03T05:36:00
d2f5c3e9-4841-40a8-a165-239230c0c669,1031,C0655,1649.13,17,2024-07-09T18:44:00
bf761c0f-9232-4dbb-8351-9c4b5b365ad4,1024,C0513,691.78,50,2024-08-05T01:17:00
d12e6731-7d9f-4325-a650-31a1d446bc63,1014,C0463,1052.68,43,2024-06-03T15:48:00
a189e19b-e0ae-4252-8729-7a9ac98e7fb5,1040,C0587,1556.93,24,2024-09-06T01:55:00
6bc4588c-5a1a-4769-9f3e-f51464b4fb2f,1010,C0034,1590.88,19,2024-09-27T01:07:00
e0c729a2-b666-453f-a413-9f85ddffc783,1016,C0063,778.67,37,2024-09-23T21:05:00
aa2e0734-2692-4443-89c5-7d70356ba9ac,1030,C0660,1850.28,22,2024-11-03T21:25:00
0e9322f8-92b7-4471-b675-ee7572540df3,1049,C0538,1669.96,50,2024-11-17T14:32:00
4a60a347-0508-4a6e-bc84-e42164801d68,1015,C0172,76.93,46,2024-07-25T03:14:00
f7cbffc2-3938-4609-aab6-de2dd6b6bb86,1003,C0166,1629.51,28,2024-11-19T12:48:00
21a59756-e74f-4b40-bc17-754ff2965175,1010,C0555,1502.15,1,2024-07-02T17:36:00
2ff79432-7fad-44f2-9634-c2bf7da8e9d7,1042,C0367,1304.7,9,2024-10-05T18:58:00
64dedfbe-0c26-4f3f-8906-77b12bd33ece,1014,C0477,141.84,41,2024-07-03T14:03:00
58475ef3-15ef-4fd6-b2e0-a7c6db4fcce4,1023,C1000,620.28,,2024-09-12T11:51:00
57931de4-bf64-40bc-8c07-a8afded16c66,1035,C0038,1813.16,27,2024-10-06T16:41:00
09fa18e4-3351-49f1-9805-f5f748e57ae5,1022,C0547,1263.16,37,2024-08-17T05:16:00
586839dd-7280-48c3-b809-f749c20f45b2,1000,C0423,1456.14,27,2024-10-15T06:28:00
01250bfc-81d0-475a-858e-2f866db1bffb,1014,C0840,508.76,32,2024-08-07T09:47:00
d9aa118d-4400-4c8e-9e8f-fd58402d4c58,1023,C0393,1885.0,43,2024-09-20T10:17:00
d45c238b-30e5-4236-a071-9a0c646443d8,1008,C0395,1396.4,40,2024-10-04T23:21:00
fd7d93cd-4fdf-4f65-ba17-9403b7edbeeb,1001,C0285,844.56,19,2024-08-05T23:45:00
585627b3-5e92-4b5c-8f0c-5638024c3776,1006,C0255,1755.93,39,2024-09-14T10:14:00
dfb99330-e676-4823-a27f-d44b955a61e6,1039,C0206,1999.04,9,2024-11-17T23:07:00
c28dbfef-ed78-4b06-921a-2ae4a92c4653,1003,C0591,711.2,30,2024-06-18T01:09:00
a83acee6-69dc-4b97-a00e-ffd593568c3e,1038,C0338,524.49,24,2024-06-02T12:59:00
9bc4059c-aa4a-4e3d-ad29-22e0cee86645,1021,C0058,757.79,9,2024-07-16T11:22:00
a09ecc0c-42cc-43e0-9c8f-2ddf9622f6a8,1032,C0531,1764.41,43,2024-06-21T01:02:00
eaf7b86e-d4b1-4953-ae14-c136b0596d15,1022,C0499,1762.96,13,2024-07-23T19:56:00
7682ec16-e3b0-4f0f-8068-4baf638ea442,1031,C0844,1242.79,42,2024-08-27T08:15:00
d6e2c67e-bfd4-4568-a34f-4358c215b1c6,1045,C0878,887.35,5,2024-08-20T02:18:00
2cdbc4be-721f-4cd6-879a-50eba74136f6,1025,C0749,732.2,5,2024-08-20T18:48:00
cd2872d6-0fe9-41ea-8e1c-5832f745d973,1025,C0365,317.1,6,2024-09-13T20:55:00
37b024bc-b9af-416b-82cc-1a69dc0b81de,1004,C0065,791.08,5,2024-09-25T10:14:00
1d2c932a-869b-4d85-be79-c699c822f424,1047,C0854,1576.27,44,2024-06-05T07:21:00
ce55edbf-a2bd-4297-866d-3f9102989244,1006,C0283,1360.31,4,2024-10-25T20:57:00
e2825d09-285d-4852-a11e-786cc5a67706,1033,C0763,1328.52,32,2024-08-28T00:38:00
6a3ad7d0-054c-4f34-945f-9984979c83c8,1040,C0583,274.27,49,2024-10-04T07:25:00
bb7d478c-7cdf-4683-b18b-70fe1ffec914,1002,C0808,931.07,14,2024-09-22T22:18:00
78be1d0c-1374-44f0-ad5c-c4e81cbfcde4,1034,C0139,1265.97,36,2024-08-22T07:33:00
58535162-81e9-4161-ab73-8959314ac916,1047,C0830,730.26,48,2024-06-29T15:31:00
114f69b7-0557-45e1-a8b6-bd574278fead,1010,C0310,467.04,38,2024-07-20T13:57:00
b3c36b2d-16d7-4e82-85d2-be47b7ef5766,1012,C0430,1825.56,7,2024-09-29T18:08:00
9d02314b-f157-4897-baa2-d7c793f71192,1028,C0396,1128.17,6,2024-07-06T00:07:00
f1823964-ed68-43b2-83ee-8e0422b676fb,1008,C0736,1507.65,11,2024-10-17T10:15:00
d362f521-2707-4116-9d06-c788698dc79e,1048,C0285,195.98,48,2024-09-12T20:17:00
2d105c6f-9656-4b17-890d-c78b6e570e1b,1013,C0173,648.23,37,2024-08-18T14:02:00
8338ade6-9a74-4c53-857c-2ed3dc4d05b9,1039,C0240,454.5,47,2024-06-10T21:03:00
02c1dbe9-adf9-4200-9e7f-8a0b0b5bd277,1020,C0738,158.38,33,2024-08-06T02:25:00
dac478c6-6146-435d-a4f4-a375c59fa7e3,1019,C0753,895.42,43,2024-10-22T01:49:00
ddc672ec-3ddb-4956-896e-928100df5f59,1036,C0054,756.11,48,2024-07-30T22:55:00
7be369be-0aa7-47a2-9289-97ad39cc1c75,1005,C0544,440.47,24,2024-09-28T10:09:00
352127bd-9c03-497c-819c-d7b382dcabba,1016,C0468,302.41,29,2024-07-28T13:48:00
afe199ac-260a-4606-bd4f-be237e078555,1011,C0966,346.42,46,2024-09-11T22:34:00
54dc2680-5e4f-42cd-a066-cc57cdf04bd0,1029,C0581,1154.3,7,2024-11-02T22:51:00
0b30d468-14fd-48c6-8ab5-462ea67c4541,1024,C0471,1684.02,5,2024-08-12T21:44:00
8ea2232b-a1a1-4ac4-a085-651616aaf6df,1002,C0453,390.2,10,2024-06-11T14:57:00
f08c1f1d-6882-4118-b3cd-c077c2e51943,1001,C0424,391.97,14,2024-06-16T00:46:00
b334b53a-344e-4d4a-a5d2-9b04c60a4665,1027,C0181,1296.95,22,2024-07-25T23:36:00
8bc6e0c8-a2a4-4cf2-b8a7-abb49f7426b2,1039,C0143,1931.63,23,2024-06-14T17:17:00
c635140b-bbdd-4aa0-b12d-5f278c9d78b5,1037,C0082,1000.84,2,2024-11-02T05:30:00
8c253e60-c403-4c13-b745-ada6820b506a,1024,C0959,1994.26,10,2024-08-30T19:51:00
0bc293f7-758a-46bd-8276-1a9cf31ff9b5,1001,C0199,1951.98,22,2024-06-11T18:17:00
edcf9398-e7a0-44be-b5c8-714e453c480c,1029,C0698,1342.2,5,2024-09-06T12:32:00
32a2d11b-df32-4af2-981d-4667ab7792f6,1034,C0969,979.41,23,2024-06-30T10:14:00
863ae4b9-f5b7-4296-ac9b-3ca2a77220c1,1047,C0253,1261.43,5,2024-09-20T11:55:00
d718b309-bad6-4c80-ac62-09ce91fe7c2b,1004,C0562,212.05,20,2024-10-14T11:21:00
0d7ec861-2883-4692-a2f4-a0b4967fed4f,1018,C0318,461.93,5,2024-08-22T19:22:00
2e7eb9b7-2cd9-48e5-b12c-840965705ff4,1032,C0964,1659.99,26,2024-07-20T20:59:00
f88e997a-65bc-4e3c-966f-7d8796f83c5d,1029,C0256,40458.92,26,2024-08-16T13:23:00
2888170c-711a-44e4-b080-600e8faf1b55,1020,C0067,184.41,4,2024-08-24T09:28:00
ab6ba852-c218-43ff-bc0b-f88ae7f539ff,1043,C0840,1670.53,4,2024-07-09T13:05:00
877880e2-a8d3-4e5f-ad91-d02000170bc9,1048,C0552,952.0,17,2024-07-30T07:11:00
f3ba2ce9-41e9-46db-b839-bb82a031d39f,1032,C0107,404.8,24,2024-06-16T23:40:00
d129ccfe-a386-46f4-a9c4-b8ff297b560f,1023,C0080,1702.72,1,2024-11-04T05:47:00
8befea8f-43be-41cb-9618-c537a0497963,1012,C0640,1480.24,27,2024-08-05T15:58:00
2fe49708-a52e-401d-b5c2-eb7975b2983c,1001,C0143,1214.65,42,2024-07-14T22:20:00
a90112aa-d3f3-4064-b9bd-8d391b528201,1039,C0228,1725.87,4,2024-06-12T10:03:00
e6831d6a-e923-4018-8319-27135c981a0b,1007,C0203,1578.34,10,2024-07-03T06:58:00
cbea1c75-8657-4e4d-bf0e-4208457fef72,1029,C0408,285.35,48,2024-11-15T03:49:00
40ea2216-7874-4a56-b703-37295861e5af,1024,C0136,1862.32,,2024-07-04T15:41:00
85109b7e-9353-4e89-957d-89bb5e9aee53,1028,C0306,1291.35,27,2024-10-26T07:22:00
17d610fc-eec2-4196-b145-f57fc7d9cf66,1019,C0461,1889.53,45,2024-11-03T05:32:00
7b9deb16-b292-490f-8dc9-7fe9ff1b2c62,1029,C0809,553.57,5,2024-10-31T22:08:00
1d5cb073-1956-40a6-ba94-1ba3923d5975,1021,C0132,1605.14,5,2024-09-05T18:34:00
27a88424-0422-49c4-83e9-abb4d943e364,1015,C0632,224.59,3,2024-06-18T12:26:00
33fe3b6b-dbee-43cf-86ca-a52f363eb7d5,1033,C0915,1774.32,3,2024-08-12T10:49:00
6d64fddc-b727-44cb-a7f9-7b179c596236,1016,C0435,1205.8,34,2024-08-13T13:22:00
56ada645-5362-4538-9627-05ab38d064ae,1033,C0756,1416.84,15,2024-09-30T16:13:00
648b64ea-69bd-407f-97db-643411d845d7,1009,C0509,456.16,14,2024-09-25T17:03:00
a6043489-da97-47ad-8ea7-4b1375b8005b,1028,C0283,1948.54,46,2024-10-23T22:02:00
9df3d54e-5b5b-4255-99d1-0d390c3677b7,1032,C0472,269.89,20,2024-08-24T19:39:00
b763001f-a050-4e85-accd-84f271b4e686,1003,C0686,610.38,4,2024-08-06T17:34:00
6ef6e83c-a8bd-4dcb-b622-8124ef33b6e5,1019,C0653,77.91,10,2024-09-09T02:30:00
6e1573c8-e276-47df-919c-6f2d8e1349e7,1041,C0467,1705.25,26,2024-07-09T23:30:00
ddb64cd6-ef7b-4497-ab7e-b249da02a85c,1034,C0755,1825.9,49,2024-10-12T22:11:00
9e60a222-c32e-4472-be4e-eb9d47cea01f,1037,C0010,812.31,11,2024-08-17T20:23:00
a4b3ade5-30ef-4d3b-9809-79f109e21334,1034,C0445,385.25,7,2024-07-03T00:47:00
f33a4278-f58a-4912-bd8f-c2700287ac0c,1040,C0634,1193.95,18,2024-09-30T06:54:00
95b148fe-4bc0-465a-951e-648777bfd3c3,1031,C0843,1542.34,14,2024-09-02T11:35:00
28ce5b3f-e543-48a7-9e6a-c766a756307e,1049,C0857,576.87,20,2024-09-27T14:52:00
195eb497-20b3-47c2-bf7b-1fe94a1c89d5,1016,C0844,1109.66,26,2024-08-01T17:30:00
bf58531f-a85b-49fc-ba64-fea2be47963f,1020,C0611,1508.14,25,2024-06-11T05:47:00
7951ab3e-2563-47a3-ab7a-b3b9398a3217,1029,C0468,1467.72,43,2024-08-27T11:04:00
337f4ebf-6fc0-475a-856d-8c22f2606679,1045,C0068,495.71,23,2024-10-25T15:40:00
ffbbb1d8-599a-4aab-b582-86d3d3ee5037,1029,C0878,,28,2024-08-02T12:59:00
093ee9bc-25b1-428f-8bb1-9362e9821897,1003,C0399,188.21,37,2024-10-19T01:20:00
9f14da72-376c-4492-8772-e1ec137cd219,1006,C0349,1093.79,8,2024-08-29T22:10:00
2213a992-c7d1-4a3c-9160-a33aef487964,1034,C0187,122.27,1,2024-09-03T04:32:00
5ef71f30-a49d-4a44-94ad-3d4b302229ff,1038,C0468,408.0,37,2024-11-09T17:06:00
84eb29bf-5922-4587-9765-66c9b750a5f6,1014,C0650,1705.99,19,2024-09-19T12:45:00
768aab16-ea10-4d74-aa66-d585e5c0850b,1049,C0682,324.91,9,2024-07-08T05:59:00
e1a6d311-4ca2-48de-b603-13aacfd56538,1026,C0749,1948.75,12,2024-08-21T01:40:00
1ab5b7b6-146a-410d-adb9-33761ffbf91b,1041,C0335,1641.06,43,2024-08-31T13:03:00
50482f93-76d0-4d4f-b8bc-e9c0a27905bf,1039,C0267,1552.1,1,2024-11-24T22:52:00
fa171b13-bdb8-426b-a555-b44e6adf39ad,1041,C0858,,45,2024-10-26T13:40:00
fd5a7567-f749-4c0a-bb29-4aceb197c5d0,1011,C0590,1110.42,26,2024-08-19T13:02:00
ef21cf3b-411c-45d6-bd4c-0119bd25e1bf,1040,C0238,1932.05,12,2024-08-12T20:08:00
838f8e79-4646-4c30-8952-28c1a9a56881,1025,C0446,427.15,41,2024-11-26T22:28:00
f5ebdeec-dbb8-4c9e-8f60-0a8c334a85ff,1038,C1000,1126.75,26,2024-11-12T09:07:00
df59422d-5b39-4b43-a1b2-667169bc4d06,1017,C0677,1832.12,24,2024-09-28T01:21:00
8cf8ff1b-46e2-4027-a8cb-8c834d4ce1f4,1049,C0633,1128.3,24,2024-08-04T09:54:00
7b759b14-df58-4ba7-b3a2-0ab78f74e972,1014,C0019,1509.9,4,2024-09-05T01:51:00
adaf7f82-79d8-4b2f-afa5-d7ec7df32a14,1000,C0408,97.51,4,2024-07-18T02:30:00
7421f947-44ac-430e-83d9-b48a709045d4,1015,C0934,648.29,30,2024-08-01T18:08:00
d145674f-5238-4068-80d7-0e7ea7332942,1028,C0037,411.33,43,2024-10-21T07:56:00
c91dc519-cd34-4a52-9ed5-79ca7118b945,1010,C0680,687.33,1,2024-11-25T12:12:00
8e28d7bf-7093-4818-8c7a-47899615d6b1,1022,C0715,782.01,15,2024-09-27T02:59:00
ab5d7adb-cede-4dd5-b830-4a8d1e58a604,1041,C0307,1424.05,,2024-10-12T22:26:00
8b3a2761-7f0f-4597-bfd4-4f9ef53562ae,1030,C0967,137.99,48,2024-07-04T22:24:00
ae16fd36-9da0-498d-b5c3-08b830c98d62,1035,C0088,1969.76,35,2024-09-25T10:53:00
4397e9df-6c81-4cb6-a02a-a17bd2dd03fd,1020,C0140,1160.94,16,2024-06-11T20:32:00
625f9ab4-53a0-45b7-9e88-9f13127e8db7,1031,C0205,,45,2024-09-03T08:01:00
a59f958c-5d7d-484e-857d-2a89c1182c00,1022,C0607,1149.25,22,2024-11-01T16:46:00
880ec322-0414-4fac-9c82-140735c7e93d,1015,C0571,132.12,21,2024-07-25T01:10:00
9b215165-e918-4380-98be-991513283a9e,1017,C0948,1483.7,44,2024-08-24T09:49:00
256458d9-a142-4b9b-bad1-43b7c5b6b496,1028,C0650,100.83,6,2024-09-27T14:56:00
44847d69-0c78-4ad0-bff4-61f01f36e64c,1020,C0886,159.84,5,2024-10-18T15:19:00
b53e0159-6e4a-4226-9d87-d072e2afa1cc,1037,C0420,1263.84,50,2024-08-22T07:07:00
97b2782f-0409-4657-a048-effc0f1f9199,1008,C0612,1260.57,40,2024-11-04T14:59:00
076c3c62-4034-4cec-b7a1-b853581d874d,1030,C0726,1786.72,23,2024-07-06T06:03:00
41b6da58-fc54-4401-ad67-844c9ea50dbf,1032,C0153,1985.11,16,2024-09-21T00:18:00
1b130601-b2db-4b33-93e1-e2f788c6f783,1026,C0100,1826.23,2,2024-11-03T06:54:00
bfcad844-0b2b-44d5-bdc9-025e1440b8c9,1047,C0904,1977.55,33,2024-06-29T10:04:00
b1b07535-f371-41f4-ae03-beed5a72ef73,1005,C0895,213.28,1,2024-10-15T19:32:00
6f95713d-b62c-4c90-9047-110e1e5c2a18,1049,C0342,1989.24,42,2024-07-20T08:56:00
0f09d125-c84a-4f9a-87e9-fcac329ac634,1040,C0364,888.29,25,2024-10-01T23:42:00
17033d42-a197-41a9-9956-644111a9548e,1049,C0653,1854.3,5,2024-07-04T00:27:00
b3293f8e-826d-426f-a3c8-67af558b507b,1006,C0070,330.41,17,2024-11-12T17:08:00
7780dd89-1e6e-4ce2-a914-1f79bbfa5b8a,1045,C0210,1506.29,37,2024-11-04T21:22:00
